Codigo_Pais_Origen,Codigo_Pais_Destino,1960,1970,1980,1990,2000
ZWE,ZWE,0,0,0,0,0
AFG,AFG,0,0,0,0,0
AFG,AGO,0,0,0,0,0
AFG,AZE,0,0,0,0,0
AFG,BHS,0,0,1,0,0
AFG,BMU,0,0,3,0,4
AFG,BDI,1,0,0,0,0
AFG,CMR,0,0,0,0,0
AFG,CAN,228,3007,5905,1539,21969
AFG,CPV,0,0,0,0,0
AFG,CYM,0,0,0,0,0
AFG,CHI,0,0,0,0,0
AFG,CHL,0,0,0,0,14
AFG,CHN,24,8,0,8,66
AFG,COG,0,0,0,0,0
AFG,CZE,2,2,3,19,211
AFG,ECU,0,0,0,0,19
AFG,SLV,7,0,0,0,0
AFG,EST,0,0,0,0,0
AFG,ETH,0,0,0,0,0
AFG,FRO,7,9,13,14,0
AFG,FJI,9,7,6,8,9
AFG,FRA,1767,177,110,51,2981
AFG,DEU,199,256,592,15875,15529
AFG,GIB,0,0,0,0,0
AFG,HKG,67,66,4,32,599
AFG,IRQ,327,200,117,69,0
AFG,JAM,0,0,0,0,0
AFG,KGZ,0,0,0,0,1174
AFG,LBN,28,49,102,45698,23718
AFG,LBY,36,225,573,844,1011
AFG,LTU,0,0,0,0,35
AFG,MDG,0,0,0,3,2
AFG,MWI,0,0,0,0,0
AFG,MLT,0,0,0,2,5
AFG,FSM,0,0,0,0,0
AFG,MMR,12,11,8,6,5
AFG,NAM,0,0,0,0,0
AFG,ANT,0,0,0,0,0
AFG,NIC,10,18,20,21,25
AFG,NFK,0,0,0,0,0
AFG,PLW,0,0,0,2,2
AFG,RUS,0,0,0,0,406
AFG,SHN,0,0,0,0,0
AFG,WSM,0,0,0,0,0
AFG,SMR,0,0,0,0,0
AFG,ZAF,2,2,2,0,26
AFG,LCA,0,0,0,0,0
AFG,VCT,0,0,0,0,0
AFG,SDN,5,4,6,8,10
AFG,SUR,0,0,0,0,0
AFG,TJK,0,0,0,2088,1571
AFG,TUR,620,2573,3653,7136,9630
AFG,ARE,25,759,8290,15383,26430
AFG,GBR,221,50,548,14,5
AFG,URY,0,0,0,0,0
AFG,VEN,5,0,11,11,10
ALB,DZA,16,6,5,4,3
ALB,AND,0,3,60,117,152
ALB,AUS,1410,1525,1315,951,1437
ALB,AZE,0,0,0,0,0
ALB,BRB,0,0,0,0,0
ALB,BOL,12,6,0,4,12
ALB,BGR,86,90,92,91,424
ALB,CYM,0,0,0,0,0
ALB,CAF,12,7,15,19,6
ALB,TCD,0,0,0,0,1
ALB,COM,0,0,0,0,0
ALB,COD,106,685,426,294,241
ALB,CZE,11,12,14,96,180
ALB,DMA,0,0,0,0,0
ALB,DOM,3,8,13,19,26
ALB,ERI,0,0,5,0,0
ALB,FJI,5,2,0,0,0
ALB,GAB,3,4,8,14,21
ALB,GMB,0,0,4,6,9
ALB,GEO,0,0,0,0,0
ALB,GUM,1,2,0,0,0
ALB,GUY,0,0,0,0,0
ALB,HTI,0,0,0,0,0
ALB,ISL,2,2,5,13,20
ALB,IMN,0,0,0,0,0
ALB,PRK,0,0,0,0,0
ALB,LBN,60,0,0,38,104
ALB,LSO,0,0,0,0,0
ALB,LBR,0,0,0,0,0
ALB,LBY,1,0,0,1,2
ALB,LUX,11,35,46,271,221
ALB,MKD,188,191,343,1847,2146
ALB,MHL,0,0,0,0,0
ALB,MTQ,0,0,0,1,2
ALB,MRT,0,0,0,0,0
ALB,FSM,2,2,1,0,0
ALB,MAR,2,0,0,0,0
ALB,NAM,0,0,1,2,2
ALB,NRU,0,0,0,0,0
ALB,NPL,0,0,1,3,4
ALB,NZL,29,8,22,23,62
ALB,NOR,4,24,15,21,152
ALB,PNG,0,2,0,0,0
ALB,PHL,20,76,85,485,600
ALB,PRT,5,13,33,0,0
ALB,QAT,57,2,6,64,156
ALB,SHN,0,0,0,0,0
ALB,SLE,1,2,2,2,0
ALB,SVK,4,5,5,17,17
ALB,SVN,304,309,552,15,2
ALB,SOM,0,0,8,0,0
ALB,ZAF,32,94,157,173,70
ALB,LCA,0,0,0,0,0
ALB,CHE,4810,145,4631,88828,1817
ALB,TLS,0,0,0,0,0
ALB,TUN,3,0,2,4,4
ALB,TUR,5224,3240,1344,139,3313
ALB,TCA,0,0,0,0,0
ALB,TUV,0,0,0,0,0
ALB,UGA,0,0,2,3,6
ALB,GBR,4,6396,158,166,0
ALB,USA,10047,10865,7963,5844,40555
ALB,VUT,0,0,0,0,0
ALB,VNM,0,0,0,2,20
ALB,PSE,17,20,24,31,48
ALB,ZMB,0,0,6,0,0
DZA,AGO,10,4,2,2,3
DZA,ARG,71,34,0,231,0
DZA,ARM,0,0,0,0,0
DZA,AUT,1923,1383,673,251,546
DZA,BEL,1694,6775,12179,11551,8004
DZA,BIH,30,31,55,267,210
DZA,BFA,65,93,177,56,14
DZA,CAN,222,1267,2360,3038,20298
DZA,COK,0,0,0,0,0
DZA,CIV,113,175,224,58,313
DZA,CZE,3,3,4,26,330
DZA,DNK,1558,26,433,627,932
DZA,SLV,1,2,2,3,2
DZA,FIN,29,122,237,238,456
DZA,DEU,9670,7395,14291,6947,20295
DZA,GIB,2,0,28,2,21
DZA,GRD,1,0,0,1,3
DZA,GLP,149,465,888,1931,1734
DZA,GTM,0,2,5,2,5
DZA,HTI,3,2,2,3,4
DZA,HND,2,0,1,2,3
DZA,ISL,2,0,23,59,23
DZA,IRQ,145,162,180,256,65
DZA,JPN,0,3,7,63,179
DZA,JOR,76,43,76,141,339
DZA,KOR,0,0,3,7,0
DZA,LAO,2,2,3,3,3
DZA,MDG,3,2,4,4373,3953
DZA,MWI,1,1,178,175,172
DZA,MLI,450,441,433,425,588
DZA,MNG,0,0,0,0,0
DZA,MAR,94601,30409,17079,14454,13233
DZA,NER,353,477,644,507,207
DZA,NIU,0,0,0,0,0
DZA,OMN,1,2,5,14,20
DZA,PAN,10,12,0,23,16
DZA,PRT,14,36,94,76,0
DZA,PRI,3,9,13,1,119
DZA,ROU,0,0,0,0,0
DZA,RWA,0,0,0,0,7
DZA,SHN,0,0,0,0,0
DZA,SPM,0,14,16,17,17
DZA,SYC,0,0,0,37,8
DZA,ESP,0,0,0,6984,23269
DZA,LCA,1,0,0,2,8
DZA,SWE,6,1480,3265,6109,1664
DZA,TZA,0,0,1,3,0
DZA,TGO,3,4,5,5,5
DZA,TKM,0,0,0,0,0
DZA,TCA,0,0,0,0,0
DZA,VIR,0,2,2,30,31
DZA,YEM,1136,1407,1742,2156,2521
DZA,ZWE,604,778,734,692,637
ASM,ALB,0,0,0,0,0
ASM,ASM,0,0,0,0,0
ASM,AGO,0,0,0,0,0
ASM,ATG,0,0,2,3,4
ASM,ARM,0,0,0,0,0
ASM,AUS,0,3,2,0,155
ASM,BHR,0,0,0,2,2
ASM,BRB,0,0,0,0,0
ASM,BOL,0,0,0,0,0
ASM,BFA,0,0,0,0,0
ASM,CAN,180,90,0,0,39
ASM,TCD,0,0,0,0,0
ASM,COK,0,0,1,0,0
ASM,CIV,0,0,0,0,0
ASM,HRV,0,0,0,0,0
ASM,DOM,4,3,2,1,0
ASM,GNQ,0,0,0,0,0
ASM,FRA,1,0,0,0,2
ASM,GRC,0,0,1,4,2
ASM,GRD,0,0,0,0,0
ASM,GLP,1,2,4,10,9
ASM,JPN,0,0,0,0,21
ASM,KAZ,0,0,0,0,0
ASM,KEN,0,0,0,0,0
ASM,XKX,0,0,0,0,0
ASM,KWT,0,0,0,0,0
ASM,KGZ,0,0,0,0,3
ASM,LSO,0,0,0,0,0
ASM,LBY,0,0,0,0,0
ASM,LIE,0,0,0,0,0
ASM,MYS,0,0,0,0,0
ASM,MUS,0,0,0,0,0
ASM,MDA,0,0,0,0,0
ASM,MCO,0,0,0,0,0
ASM,NAM,0,0,0,0,0
ASM,NLD,0,0,0,0,2
ASM,NCL,0,1,1,2,2
ASM,NZL,10,116,179,31,391
ASM,NIC,0,0,0,0,0
ASM,NOR,0,0,3,0,3
ASM,PAN,0,0,0,0,0
ASM,PNG,1,3,3,2,2
ASM,REU,0,0,0,0,0
ASM,SHN,0,0,0,0,0
ASM,SPM,0,0,0,0,0
ASM,STP,0,0,0,0,0
ASM,SVN,0,0,0,0,0
ASM,TGO,0,0,0,0,0
ASM,TTO,2,2,2,2,0
ASM,TUN,0,0,0,0,0
ASM,UKR,0,0,0,0,0
ASM,URY,0,0,0,0,0
ASM,ZMB,0,0,0,0,0
AND,AND,0,0,0,0,0
AND,ATG,0,0,0,0,0
AND,ARM,0,0,0,0,0
AND,AZE,0,0,0,0,0
AND,BHS,0,0,0,0,0
AND,BRB,0,0,0,0,0
AND,BMU,0,0,0,0,0
AND,CAN,17,34,52,17,15
AND,CPV,0,0,0,0,0
AND,CYM,0,0,0,1,0
AND,COG,0,0,0,0,0
AND,COK,0,0,0,0,0
AND,DJI,0,0,0,0,0
AND,DMA,0,0,0,0,0
AND,ECU,0,0,0,0,4
AND,EST,0,0,0,0,0
AND,FRO,0,0,0,0,0
AND,GMB,0,0,0,0,0
AND,GUM,0,0,0,0,0
AND,GNB,0,0,0,0,0
AND,GUY,0,0,0,0,0
AND,IRL,0,0,0,0,2
AND,IMN,0,0,0,0,0
AND,JAM,0,0,0,0,0
AND,JPN,0,0,0,0,0
AND,LVA,0,0,0,0,0
AND,LBY,0,0,0,0,0
AND,LTU,0,0,0,0,0
AND,MKD,0,0,0,3,4
AND,MDG,0,0,0,0,0
AND,MDV,0,0,0,0,0
AND,MUS,0,0,0,0,0
AND,FSM,0,0,0,0,0
AND,MMR,0,0,0,0,0
AND,NLD,15,4,3,0,8
AND,NIC,0,0,0,0,0
AND,NFK,0,0,0,0,0
AND,MNP,0,0,0,0,0
AND,PNG,0,0,0,0,0
AND,PRY,0,0,0,0,0
AND,PHL,0,0,0,0,0
AND,REU,0,0,1,2,2
AND,ROU,0,0,0,0,0
AND,WSM,0,0,0,0,0
AND,STP,0,0,0,0,0
AND,SCG,0,0,2,1,4
AND,SLE,0,0,0,0,0
AND,LCA,0,0,0,0,0
AND,SYR,0,0,0,0,0
AND,TWN,0,0,0,0,0
AND,TJK,0,0,0,0,0
AND,THA,0,0,0,0,0
AND,TUR,0,0,0,0,8
AND,TKM,0,0,0,0,0
AND,UGA,0,0,0,0,0
AND,ARE,0,0,0,0,0
AND,GBR,0,77,51,0,0
AND,URY,0,0,0,0,2
AND,VEN,0,0,0,0,5
AND,VGB,0,0,0,0,0
AND,ZMB,0,0,2,0,0
AND,ZWE,0,0,0,0,0
AGO,AFG,0,4,2,4,7
AGO,ATG,0,0,0,0,0
AGO,ABW,0,0,0,0,0
AGO,BRB,0,0,0,0,0
AGO,BEN,17,22,29,38,66
AGO,BOL,0,12,21,7,4
AGO,BGR,2,2,2,2,11
AGO,BFA,0,0,0,0,0
AGO,CHN,0,2,0,0,7
AGO,COL,46,40,25,12,47
AGO,COK,0,0,0,0,0
AGO,EGY,0,0,2,0,23
AGO,ERI,0,10,35,12,10
AGO,ETH,191,182,191,201,211
AGO,FRA,7698,18448,141,245,12986
AGO,GIN,0,0,0,2,6
AGO,GUY,14,8,0,0,2
AGO,ISR,0,0,0,2,3
AGO,KIR,0,0,0,0,0
AGO,KWT,0,0,0,0,0
AGO,KGZ,0,0,0,0,5
AGO,LUX,10,16,55,325,351
AGO,MLT,0,0,0,0,0
AGO,MHL,0,0,0,0,0
AGO,MEX,0,1,0,3,34
AGO,NAM,13238,21219,34012,54519,52200
AGO,ANT,0,0,0,0,0
AGO,NIC,3,6,6,7,8
AGO,MNP,0,0,0,0,0
AGO,PAK,24,75,60,48,39
AGO,PAN,2,2,0,5,14
AGO,QAT,0,0,0,0,0
AGO,SGP,2,0,0,3,10
AGO,SOM,1,15,59,18,18
AGO,LKA,0,0,0,0,0
AGO,KNA,0,0,0,0,0
AGO,SYR,0,0,0,0,0
AGO,TWN,0,0,0,0,0
AGO,TJK,0,0,0,0,0
AGO,TKM,0,0,0,0,0
AGO,GBR,883,3222,6480,484,33459
AGO,VUT,0,0,0,0,0
AGO,VEN,258,130,968,582,216
AGO,PSE,0,0,0,0,0
AGO,ZMB,42246,33853,27957,25172,22777
AGO,ZWE,47,60,57,54,49
AIA,AFG,0,0,0,0,0
AIA,ALB,0,0,0,0,0
AIA,ASM,0,0,0,0,0
AIA,AIA,0,0,0,0,0
AIA,ARM,0,0,0,0,0
AIA,ABW,74,70,66,9,12
AIA,AUT,0,0,0,0,0
AIA,AZE,0,0,0,0,0
AIA,BTN,0,0,0,0,0
AIA,BRA,0,0,0,0,0
AIA,CPV,0,0,0,0,0
AIA,CYM,0,0,0,0,28
AIA,COG,0,0,0,0,0
AIA,COK,0,0,0,0,0
AIA,HRV,0,0,0,0,0
AIA,ETH,0,0,0,0,0
AIA,FJI,0,0,0,0,0
AIA,GMB,0,0,0,0,0
AIA,DEU,0,0,0,2,0
AIA,GRL,0,0,0,0,0
AIA,GLP,10,17,39,87,78
AIA,GNB,0,0,0,0,0
AIA,HKG,0,0,0,0,0
AIA,IRQ,0,0,0,0,0
AIA,ISR,0,0,0,0,0
AIA,ITA,0,0,0,0,0
AIA,JAM,40,29,22,21,63
AIA,JPN,0,0,0,0,0
AIA,KEN,0,0,0,0,0
AIA,KWT,0,0,0,0,0
AIA,LBY,0,0,0,0,0
AIA,MKD,0,0,0,0,0
AIA,MDG,0,0,0,0,0
AIA,MLT,0,0,0,0,0
AIA,MTQ,0,0,22,1,1
AIA,MRT,0,0,0,0,0
AIA,MNG,0,0,0,0,0
AIA,MNE,0,0,0,0,0
AIA,MOZ,0,0,0,0,0
AIA,NCL,0,0,0,0,0
AIA,NZL,0,0,0,0,0
AIA,NIC,0,0,0,0,0
AIA,NIU,0,0,0,0,0
AIA,PNG,0,0,0,0,0
AIA,PRY,0,0,0,0,0
AIA,PHL,0,0,0,0,0
AIA,SAU,0,0,0,0,0
AIA,SCG,0,0,0,0,0
AIA,SLB,0,0,0,0,0
AIA,SDN,0,0,0,0,0
AIA,SUR,0,0,0,0,0
AIA,TJK,0,0,0,0,0
AIA,THA,0,0,0,0,0
AIA,VGB,0,3,3,1,1
ATG,ALB,0,0,0,0,0
ATG,ATG,0,0,0,0,0
ATG,BHR,0,0,0,0,0
ATG,BEN,0,0,0,0,0
ATG,BTN,0,0,0,0,0
ATG,CAN,14,162,317,1925,2288
ATG,TCD,0,0,0,0,0
ATG,HRV,0,0,0,0,0
ATG,CZE,0,0,0,0,5
ATG,DMA,71,132,197,196,290
ATG,GNQ,0,0,0,0,0
ATG,ETH,0,0,0,0,0
ATG,FJI,0,0,0,0,0
ATG,FIN,0,0,0,0,0
ATG,FRA,5,0,0,0,8
ATG,GUF,0,3,6,13,20
ATG,GLP,36,59,136,308,276
ATG,HKG,0,0,0,0,0
ATG,HUN,0,5,5,4,4
ATG,IRN,0,0,0,0,0
ATG,ISR,0,0,0,0,0
ATG,ITA,0,3,0,0,11
ATG,JAM,143,102,77,73,221
ATG,PRK,0,0,0,0,0
ATG,LAO,1,1,1,1,1
ATG,LSO,0,0,0,0,0
ATG,LIE,0,0,0,0,0
ATG,LTU,0,0,0,0,0
ATG,MCO,0,0,0,0,0
ATG,MSR,207,249,236,176,16
ATG,MOZ,0,0,0,0,0
ATG,NAM,0,0,0,0,0
ATG,NLD,0,0,0,0,23
ATG,NZL,0,0,5,3,0
ATG,MNP,0,0,0,0,0
ATG,ROU,0,0,0,0,0
ATG,RWA,0,0,0,0,0
ATG,SMR,0,0,0,0,0
ATG,SAU,0,0,0,0,0
ATG,SVK,0,0,0,0,0
ATG,LCA,73,77,85,76,115
ATG,VCT,31,29,27,30,48
ATG,TUR,0,0,0,0,0
ATG,TUV,0,0,0,0,0
ATG,VUT,0,0,0,0,0
ATG,VIR,726,735,5189,7744,4842
ATG,ZWE,0,0,0,0,0
ARG,DZA,3,1,0,0,0
ARG,AND,4,24,6,12,16
ARG,AZE,0,0,0,0,0
ARG,BHS,0,25,18,8,9
ARG,BHR,0,0,18,27,16
ARG,BGD,0,0,0,0,0
ARG,BEL,100,420,495,533,719
ARG,BLZ,5,7,8,0,4
ARG,BMU,0,3,10,0,27
ARG,BOL,4113,9976,14647,17463,27612
ARG,BWA,0,0,0,11,30
ARG,BGR,9,10,10,10,46
ARG,BDI,2,1,1,0,0
ARG,KHM,4,4,0,0,3
ARG,CHN,2,8,6,123,207
ARG,CZE,3,4,4,28,312
ARG,DMA,2,1,0,0,0
ARG,DOM,90,809,1502,2291,3221
ARG,SLV,109,118,135,146,163
ARG,EST,0,0,0,0,0
ARG,FRO,4,5,6,7,2
ARG,FIN,23,98,190,117,173
ARG,GEO,0,0,0,0,0
ARG,DEU,1230,1767,5144,3561,5112
ARG,GRC,24,66,238,516,254
ARG,GRD,3,1,0,3,6
ARG,GIN,2,3,5,4,9
ARG,GNB,0,0,0,0,0
ARG,KAZ,0,0,0,0,0
ARG,KEN,0,0,6,13,0
ARG,KWT,0,5,11,39,37
ARG,LVA,0,0,0,0,17
ARG,LBR,0,7,0,0,0
ARG,LIE,0,2,0,5,13
ARG,LTU,0,0,0,0,73
ARG,MLT,0,0,0,0,2
ARG,FSM,10,9,5,0,0
ARG,MDA,0,0,0,0,0
ARG,MNE,0,0,0,0,0
ARG,MAR,4,1,0,0,0
ARG,NAM,9,15,23,37,36
ARG,NRU,0,5,7,5,0
ARG,NLD,3,226,625,1800,2215
ARG,NCL,0,6,0,6,13
ARG,NGA,106,145,1085,368,618
ARG,PAK,0,0,0,0,0
ARG,PAN,242,456,551,615,811
ARG,PER,2643,3877,4861,4386,3586
ARG,PRT,55,144,377,856,1094
ARG,SHN,0,1,0,0,0
ARG,SRB,0,0,0,0,0
ARG,SCG,16,16,29,236,875
ARG,SGP,3,0,3,9,32
ARG,SVK,1,1,2,5,57
ARG,SLB,1,1,1,0,2
ARG,TLS,0,0,0,0,0
ARG,TUN,5,3,4,8,7
ARG,TUR,128,233,278,503,142
ARG,UKR,0,0,0,0,0
ARG,VEN,4240,3827,10340,9580,8733
ARG,VGB,0,0,0,0,0
ARG,PSE,61,73,86,113,175
ARM,ARG,1318,857,446,90,1497
ARM,ARM,0,0,0,0,0
ARM,BLR,0,0,0,2912,2035
ARM,BTN,0,0,0,0,0
ARM,BWA,0,0,0,3,11
ARM,BRA,985,734,484,284,971
ARM,BRN,0,0,0,0,0
ARM,KHM,3,3,0,0,2
ARM,CHL,52,33,19,20,10
ARM,CHN,189,62,3,19,425
ARM,COK,0,0,0,0,0
ARM,HRV,5,5,9,2,25
ARM,DMA,0,0,0,0,0
ARM,DOM,0,2,3,5,7
ARM,EGY,56,54,51,7,184
ARM,SLV,0,0,0,0,0
ARM,FRA,1755,175,376,51,2961
ARM,GUF,0,0,0,2,3
ARM,GEO,38234,39045,38679,37742,23674
ARM,GRC,61,123,157,3459,7438
ARM,GLP,0,0,0,0,0
ARM,GIN,40,59,88,21,4
ARM,IRN,0,0,0,2,615
ARM,KAZ,0,6364,7718,10756,8481
ARM,LAO,6,6,6,6,6
ARM,LBR,2,2,0,0,0
ARM,LBY,1,9,22,33,39
ARM,LIE,0,0,0,0,1
ARM,LTU,0,0,0,895,684
ARM,LUX,2,1,4,25,6
ARM,MAC,20,8,30,33,35
ARM,MLI,8,8,8,8,0
ARM,MRT,0,0,0,4,4
ARM,MOZ,0,6,28,44,16
ARM,NCL,0,0,0,0,0
ARM,NGA,57,50,298,87,146
ARM,NIU,0,0,0,0,0
ARM,NOR,7,5,4,8,36
ARM,PAK,0,3,3,2,2
ARM,PLW,0,0,0,0,0
ARM,PAN,0,0,0,2,4
ARM,RUS,72835,84996,103733,151484,481328
ARM,WSM,0,0,0,0,0
ARM,SRB,0,0,0,0,0
ARM,SYC,0,0,0,10,0
ARM,SGP,0,0,0,0,0
ARM,LCA,0,0,0,0,0
ARM,VCT,0,0,0,0,0
ARM,SUR,0,0,0,0,0
ARM,CHE,98,51,68,156,705
ARM,SYR,0,6,5,7,9
ARM,TUN,3,0,2,5,4
ARM,TUR,297,250,182,223,801
ARM,WLF,0,0,0,0,0
ARM,ZMB,1,1,22,3,3
ABW,AFG,0,0,0,0,0
ABW,ARM,0,0,0,0,2
ABW,AUS,0,0,4,33,42
ABW,AZE,0,0,0,0,0
ABW,BHR,0,0,0,0,0
ABW,BRB,18,12,8,11,13
ABW,BTN,0,0,0,0,0
ABW,KHM,0,0,0,0,0
ABW,CPV,0,0,0,0,0
ABW,TCD,0,0,0,0,0
ABW,CHI,0,0,0,0,0
ABW,COL,2,23,44,68,246
ABW,EGY,0,0,0,0,0
ABW,EST,0,0,0,0,0
ABW,FJI,0,0,0,0,0
ABW,FIN,0,0,1,1,0
ABW,FRA,86,9,6,5,145
ABW,GIB,0,0,0,0,0
ABW,GRC,0,0,0,0,25
ABW,GRL,0,0,0,0,0
ABW,GRD,7,4,1,8,14
ABW,GLP,2,4,8,19,17
ABW,GIN,0,0,0,0,0
ABW,HTI,4,9,11,15,20
ABW,IND,0,0,0,0,0
ABW,IMN,0,0,0,0,0
ABW,ITA,0,2,0,0,0
ABW,KEN,0,0,1,2,0
ABW,LBN,0,0,0,0,0
ABW,LBR,0,0,0,0,0
ABW,MKD,0,0,0,1,1
ABW,MDG,0,0,0,0,0
ABW,MYS,0,0,0,0,0
ABW,MNG,0,0,0,0,0
ABW,MNE,0,0,0,0,0
ABW,MSR,0,0,0,9,0
ABW,MAR,0,0,0,0,0
ABW,MMR,3,3,2,0,0
ABW,NRU,0,0,0,0,0
ABW,ANT,70,62,54,3906,3317
ABW,NCL,0,0,0,0,0
ABW,NZL,0,0,3,2,9
ABW,NOR,0,0,0,0,9
ABW,PRY,0,0,0,0,0
ABW,ROU,0,0,0,0,0
ABW,RWA,0,0,0,0,0
ABW,SAU,0,0,0,0,0
ABW,SVN,0,0,0,0,0
ABW,LKA,0,0,0,0,0
ABW,TJK,0,0,0,0,0
ABW,TUN,0,0,0,0,0
ABW,TKM,0,0,0,0,0
ABW,PSE,0,0,0,0,0
AUS,DZA,5,2,2,1,1
AUS,AND,0,0,3,6,8
AUS,BHR,0,0,224,258,410
AUS,BLR,0,0,0,0,0
AUS,BFA,0,0,0,3,1
AUS,CPV,0,0,0,0,0
AUS,TCD,14,15,17,18,21
AUS,CHL,738,195,454,673,976
AUS,CHN,1643,461,188,300,3578
AUS,COG,0,0,2,3,0
AUS,CRI,5,12,46,46,50
AUS,HRV,98,99,178,705,819
AUS,CUB,1,1,26,42,120
AUS,CZE,23,26,29,202,231
AUS,GNQ,0,0,0,0,0
AUS,ETH,4,4,4,4,4
AUS,FLK,0,0,2,8,47
AUS,FJI,187,682,1253,1310,1526
AUS,GMB,0,0,1,2,3
AUS,GIB,9,6,14,1,15
AUS,GUM,44,334,3,33,37
AUS,GNB,2,3,3,6,6
AUS,GUY,5,3,0,0,0
AUS,IND,775,447,503,3027,1883
AUS,IDN,185,117,119,144,129
AUS,IRL,596,751,1334,2157,6672
AUS,IMN,0,0,0,0,0
AUS,JOR,12,14,42,121,246
AUS,KIR,141,116,108,150,174
AUS,KOR,7,52,151,229,725
AUS,LAO,16,17,18,19,18
AUS,LBN,1,2,3,209,285
AUS,LTU,0,0,0,0,20
AUS,LUX,8,12,42,248,96
AUS,MAC,148,59,215,236,256
AUS,MKD,28,28,50,2216,2575
AUS,MWI,0,0,25,25,25
AUS,MDV,0,0,0,1,0
AUS,MHL,2,3,3,4,168
AUS,MEX,0,63,0,102,280
AUS,MCO,8,12,58,72,85
AUS,MNG,0,0,0,0,1
AUS,MNE,0,0,0,0,0
AUS,MOZ,3,1,3,181,824
AUS,ANT,15,14,12,40,1
AUS,PNG,13089,32257,14546,11271,8463
AUS,PHL,69,388,339,1091,2385
AUS,POL,31,27,212,396,664
AUS,PRI,2,6,8,0,75
AUS,RUS,0,0,0,0,2
AUS,SHN,0,0,4,2,2
AUS,SMR,0,0,0,0,0
AUS,STP,0,0,0,0,0
AUS,SAU,0,4,23,59,64
AUS,SCG,117,119,212,1941,7184
AUS,SYC,0,29,53,94,100
AUS,SVN,28,29,52,225,149
AUS,SLB,316,347,399,457,512
AUS,ZAF,4064,4660,5210,3387,3042
AUS,KNA,0,0,0,0,3
AUS,SYR,3,21,15,21,28
AUS,TWN,0,0,0,8,45
AUS,TZA,3,3,45,44,107
AUS,THA,18,359,545,825,2524
AUS,TLS,126,146,136,158,163
AUS,URY,22,18,13,13,288
AUS,UZB,0,0,0,0,0
AUS,VUT,332,388,416,419,243
AUT,AIA,0,0,0,0,0
AUT,BGD,0,2,2,2,2
AUT,BLZ,0,0,0,0,10
AUT,BOL,942,471,71,130,136
AUT,BIH,700,711,1274,6214,4894
AUT,BDI,0,0,0,0,0
AUT,KHM,18,15,0,2,11
AUT,CAN,68268,50167,32649,35357,21953
AUT,CYM,1,2,6,22,2
AUT,TCD,0,0,0,0,0
AUT,COM,0,0,0,0,0
AUT,COK,0,0,0,3,5
AUT,CRI,55,15,26,50,96
AUT,CUB,16,15,7,4,2
AUT,DMA,0,0,0,0,0
AUT,ECU,34,63,98,105,207
AUT,ETH,1,1,1,1,1
AUT,FRO,0,0,0,0,0
AUT,GUF,2,6,12,28,43
AUT,GIB,0,1,4,8,9
AUT,GRL,0,2,2,2,2
AUT,GLP,0,6,9,19,17
AUT,GUY,48,28,3,2,5
AUT,IDN,75,47,48,58,52
AUT,IRL,207,261,464,61,758
AUT,JPN,0,7,16,367,113
AUT,KEN,0,0,0,0,0
AUT,KGZ,0,0,0,0,17
AUT,LUX,354,425,416,481,622
AUT,MAC,0,0,0,0,0
AUT,MLT,0,1,3,5,14
AUT,FSM,37,34,18,0,0
AUT,MDA,0,0,0,0,0
AUT,MCO,54,50,49,61,72
AUT,ANT,1,0,0,1,8
AUT,NCL,5,8,6,8,13
AUT,NIC,20,34,39,42,50
AUT,NGA,51,34,158,36,60
AUT,NIU,0,0,0,0,0
AUT,MNP,0,0,0,1,4
AUT,PAK,4,13,11,9,7
AUT,PLW,0,0,0,0,3
AUT,PRY,4,12,26,38,144
AUT,POL,1099,947,1958,3010,4648
AUT,ROU,1932,1658,1170,834,572
AUT,SMR,0,0,0,0,0
AUT,SYC,0,3,6,5,5
AUT,SGP,12,2,6,15,21
AUT,SLB,1,1,1,2,3
AUT,LKA,0,0,0,0,0
AUT,TWN,0,0,0,0,2
AUT,TKL,0,0,0,0,0
AUT,TON,0,2,6,10,5
AUT,TUN,21,47,15,30,28
AUT,UGA,0,0,0,1,0
AUT,USA,317730,253310,155493,97915,72126
AUT,VNM,0,0,0,0,42
AUT,PSE,137,163,194,255,394
AZE,ALB,0,0,0,0,0
AZE,AND,0,0,0,0,0
AZE,AGO,4,2,0,0,1
AZE,AIA,0,0,0,0,0
AZE,ATG,0,0,0,0,1
AZE,BLR,0,0,0,11153,7794
AZE,BTN,0,0,0,0,0
AZE,BRN,0,0,0,0,0
AZE,KHM,5,4,0,0,3
AZE,CMR,21,23,18,0,0
AZE,CAF,29,16,35,4,1
AZE,TCD,63,69,76,85,96
AZE,CIV,3,5,6,9,0
AZE,CUB,37,33,15,6,0
AZE,CYP,56,195,333,475,22
AZE,DOM,1,0,0,0,0
AZE,ECU,0,0,0,0,0
AZE,ERI,7,12,16,11,2
AZE,FRO,0,0,0,0,0
AZE,FLK,0,0,0,0,0
AZE,FJI,0,0,0,0,0
AZE,FIN,16,11,9,11,41
AZE,GMB,0,1,8,11,16
AZE,GRL,0,0,0,0,0
AZE,GLP,0,0,0,1,1
AZE,GUM,0,1,0,0,0
AZE,GTM,0,0,0,0,0
AZE,HND,0,0,0,0,0
AZE,HKG,864,848,46,408,7727
AZE,IDN,47,29,30,36,32
AZE,IRQ,4830,2983,1768,1073,17
AZE,IMN,0,0,0,0,0
AZE,KAZ,16188,24665,31568,40361,31823
