Codigo_Pais_Origen,Codigo_Pais_Destino,1960,1970,1980,1990,2000
BGD,ZAF,91,90,88,2,1070
BGD,SUR,0,0,0,0,0
BGD,SWE,6,312,1385,2801,2905
BGD,ARE,59,1771,19327,35862,61616
BGD,URY,0,0,0,0,0
BGD,VNM,4,17,86,170,1025
BGD,VGB,0,0,0,0,0
BGD,WLF,0,0,0,0,0
BRB,ALB,0,0,0,0,0
BRB,AZE,0,0,0,0,0
BRB,BRA,0,0,0,9,0
BRB,BGR,0,0,0,0,2
BRB,BDI,0,0,0,0,0
BRB,KHM,0,0,0,0,0
BRB,CAN,55,625,1221,15905,14677
BRB,CAF,0,0,0,0,0
BRB,CRI,7,9,3,5,8
BRB,CIV,0,0,0,2,0
BRB,CZE,0,0,0,0,14
BRB,DJI,0,0,0,0,0
BRB,DOM,63,57,47,40,33
BRB,EGY,0,0,0,0,0
BRB,SLV,0,1,22,38,0
BRB,ERI,0,0,0,0,0
BRB,EST,0,0,0,0,0
BRB,ETH,0,0,0,0,0
BRB,FLK,0,0,0,0,0
BRB,FJI,1,1,1,2,2
BRB,FRA,3111,311,230,199,5249
BRB,DEU,7,3,6,102,24
BRB,GRC,0,0,0,4,4
BRB,GUM,0,2,0,0,0
BRB,GIN,0,0,0,0,0
BRB,HKG,0,0,0,0,0
BRB,HUN,3,13,12,11,10
BRB,IRN,0,0,0,0,0
BRB,IRQ,0,0,0,0,0
BRB,KOR,0,0,0,0,0
BRB,XKX,0,0,0,0,0
BRB,LBY,0,0,0,0,0
BRB,LIE,0,0,0,0,0
BRB,MLT,0,0,0,0,0
BRB,MTQ,0,1,58,3,3
BRB,MYT,0,0,0,0,0
BRB,MNG,0,0,0,0,0
BRB,MMR,0,0,0,0,0
BRB,ANT,155,137,120,169,471
BRB,NER,2,3,4,3,0
BRB,NOR,4,3,9,9,20
BRB,PLW,0,0,0,0,0
BRB,PHL,0,0,0,0,0
BRB,QAT,0,0,0,0,0
BRB,ROU,0,0,0,0,0
BRB,RWA,0,0,0,0,0
BRB,SHN,0,0,0,0,0
BRB,SMR,0,0,0,0,0
BRB,SAU,0,0,0,0,0
BRB,SOM,0,0,0,0,0
BRB,SWZ,0,0,0,0,0
BRB,SYR,0,0,0,0,0
BRB,TGO,3,4,5,5,5
BRB,URY,4,3,2,2,0
BRB,VGB,8,37,45,96,106
BRB,WLF,0,0,0,0,0
BRB,YEM,0,0,0,0,0
BRB,ZMB,0,0,3,0,0
BRB,ZWE,0,0,0,0,0
BLR,AFG,0,0,0,2,0
BLR,ATG,0,0,0,0,0
BLR,BGD,0,2,3,3,3
BLR,BLR,0,0,0,0,0
BLR,BTN,0,0,0,0,0
BLR,BWA,0,0,0,0,0
BLR,BRA,30,22,14,9,0
BLR,BRN,0,0,0,0,0
BLR,BDI,0,0,0,0,0
BLR,CMR,0,0,0,0,0
BLR,CPV,0,0,0,0,0
BLR,CYM,0,0,0,0,0
BLR,CAF,6,3,7,0,0
BLR,CHI,0,0,0,0,0
BLR,COD,9,47,29,20,16
BLR,COG,0,0,22,37,7
BLR,CIV,4,6,8,13,3
BLR,HRV,866,880,1576,222,2642
BLR,CZE,3195,3531,3902,27582,1320
BLR,EGY,10,39,70,77,253
BLR,EST,9979,17102,21419,25299,14883
BLR,FLK,0,0,0,0,0
BLR,FIN,59,42,34,41,154
BLR,GMB,0,0,0,0,0
BLR,DEU,151,172,555,2679,3813
BLR,HKG,80,200,4,237,248
BLR,IND,157,148,76,279,60
BLR,ISR,385,458,750,1484,2672
BLR,JAM,0,0,0,0,0
BLR,KAZ,80433,148693,135840,136939,107972
BLR,KOR,1,11,31,41,0
BLR,KGZ,5049,7518,8402,10056,2704
BLR,LBN,0,3,3,3,70
BLR,LBR,7,0,0,0,0
BLR,LTU,42103,63325,80292,88093,56314
BLR,MWI,0,0,0,0,0
BLR,MLT,0,4,3,2,3
BLR,MTQ,0,0,0,0,0
BLR,MEX,75,79,9,52,2
BLR,MNG,0,0,0,0,0
BLR,MAR,4,1,0,0,0
BLR,NAM,0,0,0,2,1
BLR,NRU,0,0,0,0,0
BLR,NCL,0,0,0,0,0
BLR,NGA,34,24,112,26,44
BLR,PRY,0,2,0,0,0
BLR,PHL,0,10,0,0,0
BLR,ROU,967,830,585,417,2245
BLR,RUS,985601,1125849,1228403,1408619,935782
BLR,SHN,0,0,0,0,0
BLR,SMR,0,0,2,2,2
BLR,STP,0,0,0,0,0
BLR,SLE,3,5,6,6,0
BLR,ZAF,72,61,49,50,122
BLR,SUR,0,0,0,0,0
BLR,THA,0,0,2,3,11
BLR,TGO,16,22,23,24,25
BLR,TTO,0,0,0,0,0
BLR,TUN,6,2,4,8,8
BLR,TUR,74,63,46,57,199
BLR,USA,46247,35508,19723,17767,58949
BLR,URY,5,4,3,2,5
BEL,ASM,0,0,0,0,0
BEL,ABW,0,0,0,0,0
BEL,BRB,0,0,0,1,1
BEL,BMU,6,10,7,9,12
BEL,BOL,128,68,17,196,301
BEL,CHI,0,0,0,0,0
BEL,CHL,469,508,465,1008,826
BEL,COG,381,642,235,389,72
BEL,COK,0,0,0,0,0
BEL,HRV,354,360,644,195,223
BEL,EGY,44,84,129,593,695
BEL,SLV,38,39,46,51,31
BEL,GNQ,2,20,119,62,102
BEL,ERI,2543,8,618,30,5
BEL,FIN,193,148,130,137,237
BEL,GMB,35,82,612,869,1254
BEL,DEU,8035,12869,18450,17886,24283
BEL,GHA,4,4,1,5,8
BEL,HTI,38,0,0,0,0
BEL,HUN,765,506,413,344,320
BEL,IND,19,1,4,135,19
BEL,IRL,255,228,471,506,1225
BEL,IMN,0,0,0,0,0
BEL,ITA,9062,16449,37283,14125,9121
BEL,JOR,18,26,80,21,72
BEL,KOR,0,1,4,5,0
BEL,XKX,0,0,0,0,0
BEL,LSO,12,31,50,42,22
BEL,LBR,22,3,3,3,2
BEL,LTU,0,0,0,0,26
BEL,LUX,5869,6415,7975,10535,14687
BEL,MDV,0,0,0,0,0
BEL,MTQ,0,2,2,3,4
BEL,MUS,39,40,91,15,28
BEL,MDA,0,0,0,0,0
BEL,MCO,259,320,105,131,154
BEL,MNE,0,0,0,0,0
BEL,MAR,20,7,4,3,3
BEL,MMR,10,10,10,13,11
BEL,NZL,176,233,285,345,511
BEL,PER,245,417,560,369,302
BEL,POL,162,140,963,1784,2978
BEL,QAT,5,4,14,434,395
BEL,REU,3,0,32,43,63
BEL,ROU,726,623,439,313,245
BEL,SPM,0,0,0,0,0
BEL,SMR,3,4,723,760,799
BEL,SRB,0,0,0,0,0
BEL,SYC,0,5,9,72,48
BEL,SLE,0,0,0,0,0
BEL,TZA,238,220,225,217,150
BEL,TGO,30,43,45,47,48
BEL,WLF,0,0,0,0,0
BEL,YEM,17,21,26,32,37
BLZ,AFG,0,0,0,0,0
BLZ,ALB,0,0,0,0,0
BLZ,DZA,0,0,0,0,0
BLZ,ABW,5,5,5,3,0
BLZ,BRB,17,8,0,9,10
BLZ,BLZ,0,0,0,0,0
BLZ,BIH,0,0,0,2,1
BLZ,BRA,0,79,39,11,0
BLZ,CPV,0,0,0,0,0
BLZ,CYM,19,32,116,151,9
BLZ,COG,0,0,0,0,0
BLZ,CRI,8,0,150,127,104
BLZ,DNK,6,6,1,5,6
BLZ,DMA,3,2,0,0,0
BLZ,DOM,133,120,100,85,70
BLZ,ETH,0,0,0,0,0
BLZ,FLK,0,0,0,0,0
BLZ,GUF,12,46,92,214,327
BLZ,PYF,0,0,0,0,0
BLZ,GAB,0,0,0,0,0
BLZ,GMB,0,0,0,0,0
BLZ,GHA,0,0,0,0,0
BLZ,GRD,8,4,0,2,4
BLZ,HTI,1,2,3,4,6
BLZ,HND,46,21,27,58,264
BLZ,HKG,0,0,0,0,0
BLZ,HUN,3,13,12,11,10
BLZ,IRL,3,4,7,5,5
BLZ,IMN,0,0,0,0,0
BLZ,ITA,0,2,0,0,16
BLZ,JOR,0,0,0,0,0
BLZ,KAZ,0,0,0,0,0
BLZ,KIR,0,0,0,0,0
BLZ,KOR,0,0,0,0,0
BLZ,XKX,0,0,0,0,0
BLZ,LAO,0,0,0,0,0
BLZ,LTU,0,0,0,0,0
BLZ,MDG,0,0,0,0,0
BLZ,MYS,0,0,0,2,6
BLZ,MSR,0,0,0,3,0
BLZ,MOZ,0,0,0,0,0
BLZ,NLD,0,0,0,0,15
BLZ,NCL,0,0,0,0,0
BLZ,NIC,23,38,43,46,56
BLZ,NER,0,0,0,0,0
BLZ,NOR,1,3,0,0,3
BLZ,PAK,0,0,0,0,0
BLZ,PLW,0,0,0,0,0
BLZ,PER,7,4,0,11,9
BLZ,PRT,0,0,0,0,0
BLZ,REU,0,0,0,0,0
BLZ,ROU,0,0,0,0,0
BLZ,RUS,0,0,0,0,0
BLZ,SMR,0,0,0,0,0
BLZ,SAU,0,0,0,0,0
BLZ,SRB,0,0,0,0,0
BLZ,SOM,0,0,0,0,0
BLZ,ZAF,6,3,0,0,0
BLZ,TTO,229,111,30,25,14
BLZ,TUN,0,0,0,0,0
BLZ,UGA,0,0,0,0,0
BLZ,ARE,0,0,0,0,0
BLZ,GBR,24,15557,1068,1225,1
BEN,AFG,0,1,0,2,3
BEN,AND,0,0,0,1,2
BEN,AGO,0,0,0,0,0
BEN,AIA,0,0,0,0,0
BEN,ARM,0,0,0,0,0
BEN,BHS,0,0,0,0,0
BEN,BHR,0,0,0,0,0
BEN,BGD,0,4,4,4,5
BEN,BRB,0,0,0,0,0
BEN,BTN,0,0,0,0,0
BEN,BIH,0,0,0,1,0
BEN,BRN,0,0,0,0,0
BEN,BGR,1,1,1,1,7
BEN,BDI,4,3,3,24,19
BEN,KHM,0,0,0,0,0
BEN,CYM,0,0,0,0,0
BEN,TCD,7,8,9,10,11
BEN,COD,0,3438,2163,1495,1224
BEN,COK,0,0,0,0,0
BEN,CUB,0,0,0,0,2
BEN,GNQ,0,0,4,2,3
BEN,ETH,593,564,593,623,655
BEN,GRD,0,0,0,0,0
BEN,GLP,1,1,4,9,8
BEN,GTM,0,0,0,0,0
BEN,HND,0,0,0,0,0
BEN,KIR,0,0,0,0,0
BEN,XKX,0,0,0,0,0
BEN,LBN,0,0,0,0,0
BEN,LSO,0,0,0,0,0
BEN,LBY,0,0,0,1,1
BEN,MAC,0,0,0,0,0
BEN,MKD,0,0,0,10,12
BEN,MYS,0,0,0,2,6
BEN,MDV,0,0,0,0,0
BEN,MTQ,1,2,2,4,5
BEN,NAM,0,0,0,0,0
BEN,NPL,0,1,3,2,3
BEN,NLD,0,0,0,0,152
BEN,NZL,0,0,0,0,6
BEN,NIU,0,0,0,0,0
BEN,NFK,0,0,0,0,0
BEN,NOR,0,0,6,11,7
BEN,PAK,9,27,22,18,14
BEN,PLW,0,0,0,0,0
BEN,PAN,0,0,0,0,1
BEN,PRY,0,0,0,0,0
BEN,RUS,0,0,0,0,0
BEN,SRB,0,0,0,0,0
BEN,SLE,124,204,252,248,21
BEN,SVK,0,0,0,0,33
BEN,SVN,0,0,0,0,1
BEN,SOM,4,11,67,181,3
BEN,SUR,0,0,0,0,0
BEN,SYR,0,0,0,0,0
BEN,TUV,0,0,0,0,0
BEN,UKR,0,0,0,0,0
BEN,ZMB,0,0,16,0,0
BMU,ASM,0,0,0,0,0
BMU,AZE,0,0,0,0,0
BMU,BLR,0,0,0,0,0
BMU,BEL,0,0,0,0,0
ARE,JAM,0,0,0,0,0
ARE,KEN,4,37,29,21,0
ARE,KOR,0,0,0,0,0
ARE,LAO,0,0,0,0,0
ARE,LVA,0,0,0,0,3
ARE,LSO,0,0,0,0,0
ARE,MYS,0,1,4,13,20
ARE,MLT,0,0,0,0,0
ARE,MRT,0,0,0,67,74
ARE,MYT,0,0,0,0,0
ARE,MEX,1,2,0,0,20
ARE,FSM,0,0,0,0,0
ARE,MCO,0,0,0,0,0
ARE,MNG,0,0,0,0,0
ARE,MAR,28,9,5,4,4
ARE,MOZ,0,0,0,0,2
ARE,NAM,0,0,0,0,0
ARE,NPL,0,5,6,0,19
ARE,NCL,0,0,0,0,0
ARE,NIC,0,0,0,0,0
ARE,NIU,0,0,0,0,0
ARE,OMN,21,31,71,207,305
ARE,PNG,0,0,0,0,0
ARE,REU,0,0,0,0,0
ARE,ROU,0,0,0,0,0
ARE,SCG,0,0,0,0,0
ARE,SVN,0,0,0,0,0
ARE,SWE,0,2,8,17,347
ARE,TWN,0,0,0,0,0
ARE,TUR,61,1053,1637,3305,41
ARE,USA,43,32,757,2308,0
GBR,ARM,0,0,0,0,0
GBR,BHS,1273,4563,2677,2063,2293
GBR,BHR,2758,2906,5605,3853,3914
GBR,BOL,325,179,55,425,382
GBR,BIH,33,34,61,297,234
GBR,BGR,57,60,61,61,283
GBR,BDI,590,473,379,25,20
GBR,CAN,941217,903698,883022,914883,606723
GBR,CYM,142,236,850,1426,2344
GBR,CAF,174,96,207,26,8
GBR,TCD,146,161,178,197,223
GBR,COD,19195,83873,51894,35861,29360
GBR,CUB,2495,2258,1110,528,285
GBR,DMA,52,140,233,238,352
GBR,EGY,279,959,1709,0,3179
GBR,GUF,13,5,10,23,34
GBR,GRD,59,206,371,68,127
GBR,GTM,251,127,122,131,140
GBR,HKG,9465,19441,20366,23047,24095
GBR,ISL,138,242,438,674,722
GBR,JPN,1937,2430,5377,7979,13718
GBR,KAZ,0,0,0,0,0
GBR,PRK,132,263,287,314,285
GBR,LTU,0,0,0,0,251
GBR,LUX,139,357,1645,2214,3141
GBR,MYS,19,786,2356,7567,8110
GBR,MDV,2,1,2,2,4
GBR,MLI,213,209,205,201,13
GBR,MLT,1584,9169,5013,3895,4361
GBR,NCL,35,433,48,316,672
GBR,NZL,217720,248101,265055,272190,221729
GBR,NFK,0,0,127,73,60
GBR,PAK,342,1079,866,695,558
GBR,PER,1471,1435,1334,769,628
GBR,PHL,786,1158,3946,7128,32865
GBR,POL,2859,2462,2393,2465,2912
GBR,REU,144,11,1604,2134,3166
GBR,RWA,395,520,640,631,1486
GBR,WSM,10,95,90,25,34
GBR,STP,6,6,5,14,14
GBR,SYC,258,790,1017,616,536
GBR,SGP,4691,439,1452,3806,8061
GBR,SOM,1097,226,926,150,45
GBR,ESP,10849,18300,31347,65258,86985
GBR,VCT,426,392,364,348,554
GBR,SUR,24,16,10,14,18
GBR,CHE,13220,15048,19660,19827,23360
GBR,TON,35,121,354,542,266
GBR,UGA,3939,3932,2385,1043,1272
GBR,ARE,44,1313,14331,26591,45687
GBR,GBR,0,0,0,0,0
GBR,USA,870668,812912,797768,809113,833858
GBR,ZMB,30777,24662,8080,3260,2949
USA,ASM,259,1122,2214,3533,3605
USA,AND,3,14,37,73,95
USA,AIA,51,86,126,201,344
USA,ARM,0,0,0,0,0
USA,AZE,0,0,0,0,0
USA,BHR,3,272,863,1170,3008
USA,BGD,26,129,143,157,172
USA,BEL,3520,12938,12209,11746,12317
USA,BLZ,662,886,1030,0,1744
USA,BOL,1065,2056,2839,2540,3285
USA,BWA,5,5,112,584,910
USA,BRA,12784,12580,13697,11727,13954
USA,BGR,119,124,127,126,584
USA,BDI,109,88,70,10,8
USA,TCD,105,116,128,142,160
USA,CHN,8807,2804,1188,3469,7748
USA,COD,14435,7298,3929,2715,2223
USA,HRV,2483,2524,4519,1207,945
USA,DJI,7,13,26,41,52
USA,DOM,2817,4755,6471,8575,11114
USA,EGY,473,1684,3017,2599,6952
USA,EST,0,0,0,0,193
USA,ETH,113,107,113,119,125
USA,GUF,17,23,47,109,166
USA,PYF,47,62,108,447,422
USA,GEO,0,0,0,0,0
USA,GLP,119,120,342,797,716
USA,GTM,3636,3849,3801,5612,5144
USA,HKG,8742,4210,6333,15779,28841
USA,IRL,6554,10586,15938,15621,24104
USA,ISR,2101,2496,2359,30705,70135
USA,ITA,2756,133755,115807,60379,26837
USA,KIR,0,0,11,60,77
USA,PRK,284,294,316,625,688
USA,KOR,6204,2448,3711,4136,12142
USA,KGZ,0,0,0,0,175
USA,LAO,19,20,21,22,21
USA,LBY,6646,1587,4034,5943,7115
USA,LIE,15,22,28,58,42
USA,MAC,277,111,402,441,477
USA,MWI,654,642,33,32,32
USA,MDV,0,0,1,4,6
USA,MLT,52,496,292,257,364
USA,MHL,125,152,186,228,38
USA,FSM,847,767,764,753,629
USA,MAR,216,69,39,33,30
USA,MMR,4003,3807,2266,888,731
USA,NAM,110,177,284,455,436
USA,NZL,2670,5837,6418,8070,13258
USA,NIC,1403,2368,2661,2854,3416
USA,NIU,0,3,2,11,10
USA,OMN,167,240,558,1618,2382
USA,PER,5445,6396,6995,5906,4829
USA,SCG,2460,2500,4477,6178,22865
USA,SLB,79,87,79,5,193
USA,ZAF,2691,3786,4860,3296,7081
USA,SDN,314,299,384,1222,1475
USA,SWE,10719,12412,11941,16162,14258
USA,TJK,0,0,0,0,0
USA,TLS,0,0,0,0,0
USA,TGO,265,379,399,417,429
USA,TKL,0,1,4,5,0
USA,TTO,1379,1635,2495,2422,3561
USA,TUR,15782,13568,10097,12718,13575
USA,TUV,1,0,0,0,0
USA,UGA,1150,1148,811,551,1019
USA,UKR,0,0,0,0,11
URY,ALB,0,0,0,0,0
URY,DZA,0,0,0,0,0
URY,ATG,0,0,0,0,0
URY,BGD,0,0,0,0,0
URY,BEN,0,0,0,0,0
URY,BMU,0,0,2,0,6
URY,BGR,2,2,2,2,9
URY,CYM,0,0,0,4,3
URY,TCD,1,1,2,2,2
URY,CHN,0,0,0,3,0
URY,COG,0,0,0,0,0
URY,COK,0,0,0,0,1
URY,CUB,6,6,3,2,2
URY,DNK,12,14,134,178,192
URY,DOM,16,467,904,1399,1982
URY,ECU,218,405,631,673,472
URY,GUF,2,9,17,40,61
URY,GAB,0,0,0,0,0
URY,DEU,137,140,90,650,1041
URY,GHA,2,0,0,0,0
URY,GIB,0,0,0,0,0
URY,GRL,0,0,0,0,0
URY,HTI,0,0,0,1,2
URY,IND,0,5,0,9,0
URY,IRL,7,9,16,11,21
URY,ISR,57,68,64,831,1899
URY,PRK,0,0,0,0,0
URY,KOR,0,0,0,1,0
URY,MKD,0,0,0,21,24
URY,MYS,0,0,3,9,29
URY,MRT,0,0,0,0,0
URY,MDA,0,0,0,0,0
URY,MSR,0,0,0,0,0
URY,MMR,1,1,0,0,0
URY,NAM,0,1,2,3,3
URY,NLD,0,0,0,0,560
URY,NCL,0,5,0,5,12
URY,PRY,401,722,2031,3083,3305
URY,PRI,1,4,5,27,51
URY,QAT,0,2,4,4,71
URY,SRB,0,0,0,0,0
URY,SYC,0,0,0,0,0
URY,SLE,1,2,3,2,0
URY,SGP,1,0,2,4,16
URY,SVK,0,0,0,0,7
URY,ESP,144,243,417,1478,19876
URY,TKL,0,0,0,0,0
URY,TUN,0,0,0,0,0
URY,TUR,7,12,15,26,45
URY,TUV,0,0,0,0,0
URY,GBR,52,3,529,674,1486
URY,UZB,0,0,0,0,0
URY,YEM,2,2,2,3,4
UZB,DZA,0,0,0,0,0
UZB,ASM,0,0,0,0,0
UZB,ARM,0,0,0,2116,1906
UZB,ABW,0,0,0,0,0
UZB,AUS,376,848,410,1787,407
UZB,AUT,26,12,14,23,110
UZB,BHR,0,0,67,114,174
UZB,BLR,0,0,0,14828,10362
UZB,BMU,0,0,2,0,4
UZB,BIH,0,0,0,1,0
UZB,BWA,0,0,0,5,9
UZB,CPV,0,0,0,0,0
UZB,CYP,67,233,399,569,38
UZB,DJI,0,0,0,0,0
UZB,EGY,27,26,24,3,88
UZB,GAB,0,0,0,0,0
UZB,GEO,0,0,0,4074,2555
UZB,GTM,0,0,0,0,0
UZB,HTI,0,0,0,0,0
UZB,HKG,903,886,48,426,8071
UZB,HUN,32,60,54,47,44
UZB,IND,39,59,25,111,0
UZB,IRL,2,3,5,6,86
UZB,XKX,0,0,0,0,0
UZB,LAO,10,11,11,12,11
UZB,LBR,3,4,0,0,0
UZB,MDV,0,0,0,0,0
UZB,MTQ,0,0,0,0,0
UZB,MUS,0,0,5,10,21
UZB,MYT,0,0,0,0,0
UZB,MEX,14,15,7,28,1
UZB,MNE,0,0,0,0,0
UZB,NRU,0,0,0,0,0
UZB,NOR,6,5,7,7,33
UZB,PAN,0,0,1,4,1
UZB,PNG,0,0,0,0,0
UZB,STP,0,0,0,0,0
UZB,SAU,1,7,37,97,105
UZB,SEN,1,0,0,1,1
UZB,SCG,1,1,2,0,2
UZB,SVK,20,22,24,74,23
UZB,SVN,0,0,0,0,45
UZB,SOM,0,0,2,0,0
UZB,ESP,0,0,0,3,76
UZB,LKA,0,0,4,3,3
UZB,SDN,0,0,0,0,0
UZB,TWN,0,0,0,0,0
UZB,TLS,0,0,0,0,0
UZB,TTO,0,0,0,0,0
UZB,ARE,0,4,42,78,133
UZB,VIR,0,0,0,0,0
VUT,AFG,0,0,0,0,0
VUT,DZA,0,0,0,0,0
VUT,AND,0,0,0,0,0
VUT,AIA,0,0,0,0,0
VUT,ARM,0,0,0,0,0
VUT,ABW,0,0,0,0,0
VUT,AUT,0,0,0,0,0
VUT,BRB,0,0,0,0,0
VUT,BEL,0,0,0,0,0
VUT,CMR,0,0,0,0,0
VUT,CHI,0,0,0,0,0
VUT,COM,0,0,0,0,0
VUT,HRV,3,3,5,0,0
VUT,CZE,0,0,0,0,5
VUT,DJI,0,0,0,0,0
VUT,SLV,0,0,0,0,0
VUT,GNQ,0,0,0,0,0
VUT,PYF,0,3,6,251,5
VUT,GEO,0,0,0,0,0
VUT,GIB,0,0,0,0,0
VUT,GRC,0,0,0,0,2
VUT,GIN,0,0,0,0,0
VUT,GUY,0,0,0,0,0
VUT,HKG,0,0,0,0,4
VUT,IND,2,4,0,51,17
VUT,IRQ,0,0,0,0,0
VUT,JPN,0,0,0,0,12
VUT,JOR,0,0,0,0,0
VUT,KEN,3,6,3,0,0
VUT,XKX,0,0,0,0,0
VUT,LAO,0,0,0,0,0
VUT,LTU,0,0,0,0,0
VUT,MAC,0,0,0,0,0
VUT,MDG,0,0,0,0,0
VUT,MYS,0,0,0,0,0
VUT,MLT,0,0,0,0,0
VUT,MHL,0,0,0,0,0
VUT,MTQ,0,0,0,0,0
VUT,MRT,0,0,0,0,0
VUT,MUS,4,4,0,0,0
VUT,MDA,0,0,0,0,0
VUT,MMR,0,0,0,0,0
VUT,NAM,0,0,0,0,0
VUT,ANT,0,0,0,0,0
VUT,NCL,494,1283,2515,2964,4064
VUT,NZL,55,48,118,5,272
VUT,NIC,0,0,0,0,0
VUT,NGA,0,0,0,0,0
VUT,NIU,0,0,0,2,2
VUT,NFK,0,0,0,0,0
VUT,ROU,0,0,0,0,0
VUT,SOM,0,0,0,0,0
VUT,ESP,0,0,0,0,29
VUT,KNA,0,0,0,0,0
VUT,VCT,0,0,0,0,0
VUT,SWZ,0,0,0,0,0
VUT,SWE,0,0,0,0,0
VUT,TON,0,0,10,23,14
VUT,TTO,0,0,0,0,0
VUT,UZB,0,0,0,0,0
VUT,VEN,5,0,7,12,0
VUT,PSE,0,0,0,0,0
VEN,ASM,0,0,0,0,0
VEN,ATG,20,29,20,12,24
VEN,AZE,0,0,0,0,0
VEN,BGD,0,0,0,0,0
VEN,BEL,61,0,161,319,428
VEN,BLZ,4,6,7,0,7
VEN,BRA,1395,981,1258,1212,2162
VEN,TCD,1,1,1,1,2
VEN,COM,0,0,0,0,0
VEN,COG,0,0,0,0,0
VEN,CIV,0,0,0,2,0
VEN,HRV,0,0,0,3,25
VEN,EGY,0,5,11,3,0
VEN,FLK,0,0,0,0,0
VEN,GHA,2,0,0,0,0
VEN,GIB,1,4,2,0,5
VEN,GUY,572,465,194,364,1025
VEN,HUN,24,110,102,89,85
VEN,IDN,2,2,2,2,2
VEN,IRN,0,0,0,0,0
VEN,IRQ,1,0,0,0,0
VEN,KAZ,0,0,0,0,0
VEN,KGZ,0,0,0,0,39
VEN,LBN,0,0,0,5,43
VEN,LIE,0,1,0,3,8
VEN,LTU,0,0,0,0,3
VEN,MLT,0,0,0,0,1
VEN,MRT,0,0,0,0,0
VEN,MUS,0,0,0,0,0
VEN,MYT,0,0,0,0,0
VEN,FSM,0,0,0,0,0
VEN,MNE,0,0,0,0,0
VEN,MSR,0,0,0,14,1
VEN,MAR,0,0,0,0,0
VEN,NCL,0,0,0,0,0
VEN,MNP,0,0,0,0,0
VEN,PRY,39,3,20,87,146
VEN,PHL,1,58,4,10,4
VEN,PRI,124,367,527,1301,1804
VEN,SMR,0,0,0,0,0
VEN,SAU,0,0,0,2,2
VEN,SYC,0,0,0,0,3
VEN,SGP,1,0,1,4,14
VEN,SVK,0,0,0,0,2
VEN,SVN,0,0,0,6,10
VEN,LKA,0,0,0,0,0
VEN,VCT,0,0,0,14,22
VEN,SDN,0,0,0,7,8
VEN,TWN,0,0,0,0,0
VEN,TLS,0,0,0,0,0
VEN,TGO,2,3,3,4,4
VEN,URY,298,247,178,183,706
VEN,VEN,0,0,0,0,0
VEN,WLF,0,0,0,0,0
VEN,ZMB,0,0,14,0,0
VNM,AFG,0,0,14,20,8
VNM,ABW,7,6,6,7,11
VNM,AZE,0,0,0,0,0
VNM,BLR,0,0,0,0,0
VNM,BTN,0,0,0,1,2
VNM,BOL,0,0,0,0,3
VNM,CPV,0,0,0,0,0
VNM,COG,0,0,0,1,0
VNM,HRV,7,7,13,229,37
VNM,CUB,60,55,26,11,3
VNM,DMA,0,0,0,0,0
VNM,EGY,44,77,113,5,9
VNM,FRO,0,0,0,0,0
VNM,FLK,0,0,0,0,1
VNM,GMB,0,0,0,0,1
VNM,GRL,2,5,6,6,5
VNM,GLP,82,96,256,591,531
VNM,GUM,39,280,20,353,176
VNM,HND,0,0,0,0,1
VNM,ISL,0,0,6,16,221
VNM,JAM,0,9,2,0,130
VNM,JOR,2,0,0,11,13
VNM,KAZ,0,0,0,0,0
VNM,PRK,2,8,154,64,367
VNM,KOR,7,0,142,258,8748
VNM,KGZ,0,0,0,0,27
VNM,LAO,12114,12757,13411,14099,13401
VNM,LBR,5,10,2,2,1
VNM,LBY,1,7,17,26,31
VNM,LUX,6,10,33,197,324
VNM,MLI,0,0,0,0,0
VNM,MHL,0,0,0,0,0
VNM,MNE,0,0,0,0,0
VNM,MAR,2,0,0,0,0
VNM,MOZ,0,0,0,3,10
VNM,MMR,4556,4334,3096,2412,1987
VNM,NPL,0,0,1,0,4
VNM,NCL,451,1116,982,1150,1571
VNM,NIC,10,18,20,21,25
VNM,MNP,2,2,3,164,198
VNM,OMN,0,0,0,0,0
VNM,PHL,3306,2061,16448,1709,9257
VNM,POL,58,50,556,1059,1785
VNM,QAT,0,0,0,2,2
VNM,RUS,0,0,0,0,3
VNM,SHN,0,0,1,0,0
VNM,SCG,21,21,37,12,43
VNM,SYC,0,0,0,12,0
VNM,SVK,17,19,21,66,687
VNM,ZAF,37,35,34,0,69
VNM,SUR,0,0,0,0,0
VNM,SWE,6,316,1405,2650,10777
VNM,TGO,6,8,9,9,9
VNM,TUN,3,39,2,4,3
VNM,TUV,1,0,0,0,0
VNM,UKR,0,0,0,0,2
VNM,ARE,0,0,0,0,1
VNM,UZB,0,0,0,0,0
VNM,VUT,66,77,43,33,9
VIR,AFG,0,0,0,0,0
VIR,AIA,3,5,8,179,308
VIR,ARG,0,0,0,0,0
VIR,ABW,16,15,14,7,9
VIR,BEN,0,0,0,0,0
VIR,BTN,0,0,0,0,0
VIR,BWA,0,0,0,0,0
VIR,BGR,0,0,0,0,0
VIR,CAN,65,697,1357,35,39
VIR,CHI,0,0,0,0,0
VIR,COL,0,0,0,0,4
VIR,COK,0,0,0,0,0
VIR,CIV,0,0,0,0,0
VIR,CUB,51,46,26,16,21
VIR,CZE,0,0,0,0,0
VIR,DNK,0,0,0,0,0
VIR,DOM,63,181,293,422,576
VIR,EST,0,0,0,0,0
VIR,FIN,0,0,0,0,0
